ingredient_id,ingredient_name,Calcium,Calories,Carbohydrates,Fat,Fiber,Iron,Potassium,Saturated Fat,Sodium,Sugar,Vitamin D
692,Beans Dry Pinto 639 (0% moisture),225.0,0.0,0.0,1.31,3.9,4.64,1610.0,0.0,0.0,0.0,0.0
693,Beans Dry Pinto 640 (0% moisture),127.0,0.0,0.0,1.12,3.7,4.48,1360.0,0.0,0.0,0.0,0.0
694,Beans Dry Pinto 642 (0% moisture),158.0,0.0,0.0,1.41,4.0,4.49,1430.0,0.0,0.0,0.0,0.0
695,Beans Dry Pinto 643 (0% moisture),167.0,0.0,0.0,1.16,4.0,5.05,1240.0,0.0,0.0,0.0,0.0
696,Beans Dry Pinto 647 (0% moisture),165.0,0.0,0.0,1.16,3.8,5.45,1540.0,0.0,0.0,0.0,0.0
697,Beans Dry Pinto 650 (0% moisture),153.0,0.0,0.0,1.55,4.1,4.98,1700.0,0.0,0.0,0.0,0.0
698,Beans Dry Pinto 653 (0% moisture),154.0,0.0,0.0,0.83,3.8,5.16,1590.0,0.0,0.0,0.0,0.0
699,Beans Dry Pinto 657 (0% moisture),153.0,0.0,0.0,1.33,4.0,4.85,1520.0,0.0,0.0,0.0,0.0
700,Beans Dry Pinto 659 (0% moisture),223.0,0.0,0.0,1.24,3.9,4.22,1270.0,0.0,0.0,0.0,0.0
701,Beans Dry Pinto 660 (0% moisture),209.0,0.0,0.0,1.07,3.8,5.13,1510.0,0.0,0.0,0.0,0.0
702,Beans Dry Pinto 661 (0% moisture),175.0,0.0,0.0,1.14,3.9,5.05,1530.0,0.0,0.0,0.0,0.0
703,Beans Dry Pinto 663 (0% moisture),133.0,0.0,0.0,1.28,4.1,5.66,1580.0,0.0,0.0,0.0,0.0
704,Beans Dry Pinto 665 (0% moisture),166.0,0.0,0.0,1.18,3.9,6.15,1800.0,0.0,0.0,0.0,0.0
705,Beans Dry Pinto 667 (0% moisture),228.0,0.0,0.0,1.28,3.7,4.52,1470.0,0.0,0.0,0.0,0.0
706,Beans Dry Pinto 668 (0% moisture),174.0,0.0,0.0,1.27,3.7,4.77,1280.0,0.0,0.0,0.0,0.0
707,Beans Dry Pinto 669 (0% moisture),167.0,0.0,0.0,1.17,4.2,6.42,1640.0,0.0,0.0,0.0,0.0
708,Beans Dry Pinto 671 (0% moisture),194.0,0.0,0.0,1.33,3.8,4.33,1140.0,0.0,0.0,0.0,0.0
709,Beans Dry Pinto 676 (0% moisture),166.0,0.0,0.0,1.08,3.9,4.6,1510.0,0.0,0.0,0.0,0.0
710,Beans Dry Pinto 677 (0% moisture),227.0,0.0,0.0,1.19,4.0,4.6,1170.0,0.0,0.0,0.0,0.0
711,Beans Dry Pinto 678 (0% moisture),166.0,0.0,0.0,1.11,3.9,5.18,1480.0,0.0,0.0,0.0,0.0
712,Beans Dry Pinto 681 (0% moisture),180.0,0.0,0.0,1.15,3.8,4.82,1460.0,0.0,0.0,0.0,0.0
713,Beans Dry Pinto 682 (0% moisture),146.0,0.0,0.0,1.47,3.8,3.75,1050.0,0.0,0.0,0.0,0.0
714,Beans Dry Pinto 684 (0% moisture),175.0,0.0,0.0,1.32,3.9,4.14,1420.0,0.0,0.0,0.0,0.0
715,Beans Dry Pinto 686 (0% moisture),162.0,0.0,0.0,1.31,3.8,4.19,1190.0,0.0,0.0,0.0,0.0
716,Beans Dry Pinto 691 (0% moisture),175.0,0.0,0.0,1.31,4.1,4.15,1380.0,0.0,0.0,0.0,0.0
717,Beans Dry Pinto 692 (0% moisture),211.0,0.0,0.0,1.55,3.9,4.71,1560.0,0.0,0.0,0.0,0.0
718,Beans Dry Pinto 695 (0% moisture),144.0,0.0,0.0,1.35,4.0,4.08,1440.0,0.0,0.0,0.0,0.0
719,Beans Dry Pinto 696 (0% moisture),162.0,0.0,0.0,1.3,3.9,3.49,1510.0,0.0,0.0,0.0,0.0
720,Beans Dry Pinto 700 (0% moisture),140.0,0.0,0.0,1.28,4.0,4.08,1520.0,0.0,0.0,0.0,0.0
721,Beans Dry Pinto 702 (0% moisture),151.0,0.0,0.0,1.4,4.4,5.02,1640.0,0.0,0.0,0.0,0.0
722,Beans Dry Pinto 704 (0% moisture),187.0,0.0,0.0,1.06,4.5,6.07,1630.0,0.0,0.0,0.0,0.0
723,Beans Dry Pinto 705 (0% moisture),164.0,0.0,0.0,1.14,3.8,4.47,1420.0,0.0,0.0,0.0,0.0
724,Beans Dry Pinto 708 (0% moisture),151.0,0.0,0.0,1.26,4.1,4.82,1470.0,0.0,0.0,0.0,0.0
725,Beans Dry Pinto 709 (0% moisture),170.0,0.0,0.0,1.43,3.9,4.38,1500.0,0.0,0.0,0.0,0.0
726,Beans Dry Pinto 710 (0% moisture),131.0,0.0,0.0,1.41,4.2,5.74,1670.0,0.0,0.0,0.0,0.0
727,Beans Dry Pinto 711 (0% moisture),174.0,0.0,0.0,1.4,4.2,4.99,1740.0,0.0,0.0,0.0,0.0
728,Beans Dry Pinto 714 (0% moisture),135.0,0.0,0.0,1.34,4.2,4.9,1720.0,0.0,0.0,0.0,0.0
729,Beans Dry Pinto 715 (0% moisture),194.0,0.0,0.0,1.42,3.8,4.22,1510.0,0.0,0.0,0.0,0.0
730,Beans Dry Pinto 717 (0% moisture),191.0,0.0,0.0,1.27,4.0,5.25,1580.0,0.0,0.0,0.0,0.0
731,Beans Dry Pinto 718 (0% moisture),191.0,0.0,0.0,1.22,4.0,4.79,1460.0,0.0,0.0,0.0,0.0
732,Beans Dry Pinto 720 (0% moisture),152.0,0.0,0.0,1.2,3.8,4.45,1530.0,0.0,0.0,0.0,0.0
733,Beans Dry Pinto 724 (0% moisture),114.0,0.0,0.0,1.35,4.2,4.86,1580.0,0.0,0.0,0.0,0.0
734,Beans Dry Pinto 727 (0% moisture),228.0,0.0,0.0,0.95,3.8,5.14,1600.0,0.0,0.0,0.0,0.0
735,Beans Dry Pinto 728 (0% moisture),212.0,0.0,0.0,1.11,3.9,4.88,1440.0,0.0,0.0,0.0,0.0
736,Beans Dry Pinto 729 (0% moisture),199.0,0.0,0.0,1.02,3.9,6.89,1570.0,0.0,0.0,0.0,0.0
737,Beans Dry Pinto 733 (0% moisture),228.0,0.0,0.0,1.23,3.5,4.72,992.0,0.0,0.0,0.0,0.0
738,Beans Dry Pinto 734 (0% moisture),117.0,0.0,0.0,1.38,3.9,4.12,1540.0,0.0,0.0,0.0,0.0
739,Beans Dry Pinto 735 (0% moisture),111.0,0.0,0.0,1.48,4.2,5.73,1560.0,0.0,0.0,0.0,0.0
740,Beans Dry Pinto 736 (0% moisture),153.0,0.0,0.0,1.04,4.0,5.29,1460.0,0.0,0.0,0.0,0.0
741,Beans Dry Pinto 738 (0% moisture),244.0,0.0,0.0,1.29,3.8,5.37,1620.0,0.0,0.0,0.0,0.0
742,Beans Dry Pinto 740 (0% moisture),129.0,0.0,0.0,1.11,4.1,5.44,1160.0,0.0,0.0,0.0,0.0
743,Beans Dry Pinto 743 (0% moisture),213.0,0.0,0.0,1.18,4.0,4.51,1610.0,0.0,0.0,0.0,0.0
744,Beans Dry Pinto 744 (0% moisture),158.0,0.0,0.0,1.28,4.0,4.66,1470.0,0.0,0.0,0.0,0.0
745,Beans Dry Pinto 747 (0% moisture),156.0,0.0,0.0,1.63,4.2,4.44,1480.0,0.0,0.0,0.0,0.0
746,Beans Dry Pinto 749 (0% moisture),142.0,0.0,0.0,1.25,4.2,5.33,1410.0,0.0,0.0,0.0,0.0
747,Beans Dry Pinto 751 (0% moisture),185.0,0.0,0.0,1.1,3.9,5.68,1590.0,0.0,0.0,0.0,0.0
748,Beans Dry Pinto 754 (0% moisture),158.0,0.0,0.0,1.37,3.9,4.44,1380.0,0.0,0.0,0.0,0.0
749,Beans Dry Pinto 758 (0% moisture),180.0,0.0,0.0,0.97,3.9,5.88,1560.0,0.0,0.0,0.0,0.0
750,Beans Dry Pinto 761 (0% moisture),136.0,0.0,0.0,1.13,4.5,6.67,1650.0,0.0,0.0,0.0,0.0
751,Beans Dry Pinto 764 (0% moisture),190.0,0.0,0.0,1.06,4.0,5.53,1590.0,0.0,0.0,0.0,0.0
752,Beans Dry Pinto 765 (0% moisture),182.0,0.0,0.0,1.32,4.3,5.41,1530.0,0.0,0.0,0.0,0.0
753,Beans Dry Pinto 770 (0% moisture),160.0,0.0,0.0,1.32,4.0,4.19,1650.0,0.0,0.0,0.0,0.0
754,Beans Dry Pinto 773 (0% moisture),184.0,0.0,0.0,1.22,4.2,7.28,1690.0,0.0,0.0,0.0,0.0
755,Beans Dry Pinto 775 (0% moisture),145.0,0.0,0.0,1.32,3.8,5.08,1560.0,0.0,0.0,0.0,0.0
756,Beans Dry Pinto 776 (0% moisture),155.0,0.0,0.0,1.34,3.9,5.04,1440.0,0.0,0.0,0.0,0.0
757,Beans Dry Pinto 781 (0% moisture),152.0,0.0,0.0,1.2,4.0,5.46,1080.0,0.0,0.0,0.0,0.0
758,Beans Dry Pinto 782 (0% moisture),143.0,0.0,0.0,1.3,4.0,5.61,1060.0,0.0,0.0,0.0,0.0
759,Beans Dry Pinto 783 (0% moisture),129.0,0.0,0.0,1.29,4.1,4.8,1470.0,0.0,0.0,0.0,0.0
760,Beans Dry Pinto 784 (0% moisture),131.0,0.0,0.0,1.12,4.1,5.34,1670.0,0.0,0.0,0.0,0.0
761,Beans Dry Pinto 787 (0% moisture),196.0,0.0,0.0,1.0,4.2,5.98,1460.0,0.0,0.0,0.0,0.0
762,Beans Dry Pinto 791 (0% moisture),191.0,0.0,0.0,1.32,3.8,4.14,1440.0,0.0,0.0,0.0,0.0
763,Beans Dry Pinto 793 (0% moisture),246.0,0.0,0.0,1.17,4.4,5.02,1660.0,0.0,0.0,0.0,0.0
764,Beans Dry Pinto 795 (0% moisture),190.0,0.0,0.0,1.21,4.1,5.18,1530.0,0.0,0.0,0.0,0.0
765,Beans Dry Pinto 801 (0% moisture),162.0,0.0,0.0,0.95,3.9,5.26,1460.0,0.0,0.0,0.0,0.0
766,Beans Dry Pinto 802 (0% moisture),142.0,0.0,0.0,1.29,4.2,5.28,1530.0,0.0,0.0,0.0,0.0
767,Beans Dry Pinto 805 (0% moisture),141.0,0.0,0.0,1.2,3.9,4.4,1480.0,0.0,0.0,0.0,0.0
768,Beans Dry Pinto 807 (0% moisture),153.0,0.0,0.0,1.15,4.3,4.91,1520.0,0.0,0.0,0.0,0.0
769,Beans Dry Pinto 808 (0% moisture),145.0,0.0,0.0,1.28,4.2,5.42,1800.0,0.0,0.0,0.0,0.0
770,Beans Dry Pinto 809 (0% moisture),225.0,0.0,0.0,0.98,4.0,5.66,1700.0,0.0,0.0,0.0,0.0
771,Beans Dry Pinto 810 (0% moisture),168.0,0.0,0.0,1.23,4.1,4.77,1460.0,0.0,0.0,0.0,0.0
772,Beans Dry Pinto 812 (0% moisture),187.0,0.0,0.0,1.39,4.0,4.96,1460.0,0.0,0.0,0.0,0.0
773,Beans Dry Pinto 814 (0% moisture),219.0,0.0,0.0,1.16,4.4,5.8,1530.0,0.0,0.0,0.0,0.0
774,Beans Dry Pinto 815 (0% moisture),147.0,0.0,0.0,1.13,4.0,5.32,1550.0,0.0,0.0,0.0,0.0
775,Beans Dry Pinto 816 (0% moisture),167.0,0.0,0.0,1.26,4.4,4.49,1660.0,0.0,0.0,0.0,0.0
776,Beans Dry Pinto 820 (0% moisture),167.0,0.0,0.0,0.9,4.1,4.98,1470.0,0.0,0.0,0.0,0.0
777,Beans Dry Pinto 821 (0% moisture),126.0,0.0,0.0,1.44,4.5,6.55,1480.0,0.0,0.0,0.0,0.0
778,Beans Dry Pinto 825 (0% moisture),130.0,0.0,0.0,1.03,4.1,4.96,1450.0,0.0,0.0,0.0,0.0
779,Beans Dry Red (0% moisture),296.0,0.0,0.0,2.32,8.0,10.1,3080.0,0.0,0.0,0.0,0.0
780,Beans Dry Red 345 (0% moisture),144.0,0.0,0.0,1.19,4.1,4.64,1540.0,0.0,0.0,0.0,0.0
781,Beans Dry Red 645 (0% moisture),151.0,0.0,0.0,1.13,4.0,5.46,1550.0,0.0,0.0,0.0,0.0
782,Beans Dry Small Red (0% moisture),298.0,0.0,0.0,2.56,8.2,9.9,3040.0,0.0,0.0,0.0,0.0
783,Beans Dry Small Red 11F-8009 (0% moisture),181.0,0.0,0.0,1.26,4.3,6.56,1550.0,0.0,0.0,0.0,0.0
784,Beans Dry Small Red 11F-8011 (0% moisture),113.0,0.0,0.0,1.08,4.4,6.53,1520.0,0.0,0.0,0.0,0.0
785,Beans Dry Small Red 11F-8014 (0% moisture),128.0,0.0,0.0,1.46,4.3,6.02,1540.0,0.0,0.0,0.0,0.0
786,Beans Dry Small Red 11F-8017 (0% moisture),141.0,0.0,0.0,1.6,4.3,6.6,1480.0,0.0,0.0,0.0,0.0
787,Beans Dry Small Red 11F-8021 (0% moisture),112.0,0.0,0.0,1.35,4.4,6.02,1470.0,0.0,0.0,0.0,0.0
788,Beans Dry Small Red 11F-8033 (0% moisture),108.0,0.0,0.0,1.13,4.1,6.35,1430.0,0.0,0.0,0.0,0.0
789,Beans Dry Small Red 11F-8050 (0% moisture),102.0,0.0,0.0,1.0,4.2,6.98,1440.0,0.0,0.0,0.0,0.0
790,Beans Dry Small Red 11F-8056 (0% moisture),136.0,0.0,0.0,1.34,4.0,6.19,1410.0,0.0,0.0,0.0,0.0
791,Beans Dry Small Red 11F-8073 (0% moisture),138.0,0.0,0.0,1.33,4.2,5.91,1150.0,0.0,0.0,0.0,0.0
792,Beans Dry Small Red 11F-8111 (0% moisture),106.0,0.0,0.0,1.01,4.4,5.49,1520.0,0.0,0.0,0.0,0.0
793,Beans Dry Small Red 11F-8115 (0% moisture),122.0,0.0,0.0,1.13,4.5,5.98,1560.0,0.0,0.0,0.0,0.0
794,Beans Dry Small Red 11F-8137 (0% moisture),129.0,0.0,0.0,1.11,4.3,5.76,1490.0,0.0,0.0,0.0,0.0
795,Beans Dry Small Red 11F-8142 (0% moisture),133.0,0.0,0.0,1.0,4.8,6.27,1520.0,0.0,0.0,0.0,0.0
796,Beans Dry Small Red 11F-8153 (0% moisture),165.0,0.0,0.0,1.3,4.5,7.69,1520.0,0.0,0.0,0.0,0.0
797,Beans Dry Small Red 11F-8154 (0% moisture),148.0,0.0,0.0,1.19,4.3,5.74,1410.0,0.0,0.0,0.0,0.0
798,Beans Dry Small Red 11F-8161 (0% moisture),112.0,0.0,0.0,1.28,4.5,6.64,1570.0,0.0,0.0,0.0,0.0
799,Beans Dry Small Red 11F-8169 (0% moisture),135.0,0.0,0.0,1.34,4.3,6.72,1540.0,0.0,0.0,0.0,0.0
800,Beans Dry Small Red 11F-8199 (0% moisture),110.0,0.0,0.0,1.04,4.2,6.52,1550.0,0.0,0.0,0.0,0.0
801,Beans Dry Small Red 240 (0% moisture),175.0,0.0,0.0,1.6,3.9,4.46,1430.0,0.0,0.0,0.0,0.0
802,Beans Dry Small Red 323 (0% moisture),140.0,0.0,0.0,1.46,4.1,4.51,1450.0,0.0,0.0,0.0,0.0
803,Beans Dry Small Red 330 (0% moisture),122.0,0.0,0.0,1.58,3.9,4.78,1370.0,0.0,0.0,0.0,0.0
804,Beans Dry Small Red 332 (0% moisture),177.0,0.0,0.0,1.05,4.0,4.44,1450.0,0.0,0.0,0.0,0.0
805,Beans Dry Small Red 344 (0% moisture),123.0,0.0,0.0,1.41,4.2,4.11,1570.0,0.0,0.0,0.0,0.0
806,Beans Dry Small Red 347 (0% moisture),107.0,0.0,0.0,1.21,3.9,5.09,1500.0,0.0,0.0,0.0,0.0
807,Beans Dry Small Red 357 (0% moisture),111.0,0.0,0.0,1.44,4.0,4.38,1500.0,0.0,0.0,0.0,0.0
808,Beans Dry Small Red 369 (0% moisture),156.0,0.0,0.0,1.62,4.4,4.24,1710.0,0.0,0.0,0.0,0.0
809,Beans Dry Small Red 370 (0% moisture),145.0,0.0,0.0,1.22,4.1,4.35,1420.0,0.0,0.0,0.0,0.0
810,Beans Dry Small Red 374 (0% moisture),115.0,0.0,0.0,1.18,3.8,4.41,1560.0,0.0,0.0,0.0,0.0
811,Beans Dry Small Red 376 (0% moisture),175.0,0.0,0.0,1.61,4.1,3.32,1610.0,0.0,0.0,0.0,0.0
812,Beans Dry Small Red 400 (0% moisture),145.0,0.0,0.0,1.16,3.9,4.77,1560.0,0.0,0.0,0.0,0.0
813,Beans Dry Small Red 403 (0% moisture),180.0,0.0,0.0,1.33,4.0,4.33,1460.0,0.0,0.0,0.0,0.0
814,Beans Dry Small Red 405 (0% moisture),187.0,0.0,0.0,1.17,4.0,5.08,1500.0,0.0,0.0,0.0,0.0
815,Beans Dry Small Red 409 (0% moisture),190.0,0.0,0.0,1.45,4.1,3.41,1650.0,0.0,0.0,0.0,0.0
816,Beans Dry Small Red 417 (0% moisture),204.0,0.0,0.0,1.24,4.0,4.82,1480.0,0.0,0.0,0.0,0.0
817,Beans Dry Small Red 419 (0% moisture),172.0,0.0,0.0,1.19,4.1,4.94,1490.0,0.0,0.0,0.0,0.0
818,Beans Dry Small Red 431 (0% moisture),116.0,0.0,0.0,1.67,4.0,4.1,1520.0,0.0,0.0,0.0,0.0
819,Beans Dry Small Red 439 (0% moisture),127.0,0.0,0.0,1.28,3.9,4.32,1620.0,0.0,0.0,0.0,0.0
820,Beans Dry Small Red 470 (0% moisture),135.0,0.0,0.0,1.38,4.2,4.84,1520.0,0.0,0.0,0.0,0.0
821,Beans Dry Small Red 471 (0% moisture),151.0,0.0,0.0,1.26,3.8,4.52,1540.0,0.0,0.0,0.0,0.0
822,Beans Dry Small Red 473 (0% moisture),173.0,0.0,0.0,0.98,4.1,5.21,1410.0,0.0,0.0,0.0,0.0
823,Beans Dry Small Red 487 (0% moisture),165.0,0.0,0.0,1.25,4.1,5.42,1590.0,0.0,0.0,0.0,0.0
824,Beans Dry Small Red 488 (0% moisture),208.0,0.0,0.0,1.03,4.1,4.9,1420.0,0.0,0.0,0.0,0.0
825,Beans Dry Small Red 491 (0% moisture),168.0,0.0,0.0,1.57,4.1,3.86,1510.0,0.0,0.0,0.0,0.0
826,Beans Dry Small Red 493 (0% moisture),102.0,0.0,0.0,1.29,3.9,4.77,1680.0,0.0,0.0,0.0,0.0
827,Beans Dry Small Red 500 (0% moisture),230.0,0.0,0.0,1.32,4.1,4.06,1550.0,0.0,0.0,0.0,0.0
828,Beans Dry Small Red 505 (0% moisture),127.0,0.0,0.0,1.51,4.1,3.76,1500.0,0.0,0.0,0.0,0.0
829,Beans Dry Small Red 508 (0% moisture),128.0,0.0,0.0,1.08,4.0,4.92,1670.0,0.0,0.0,0.0,0.0
830,Beans Dry Small Red 509 (0% moisture),132.0,0.0,0.0,1.32,4.1,3.73,1640.0,0.0,0.0,0.0,0.0
831,Beans Dry Small Red 606 (0% moisture),169.0,0.0,0.0,1.5,4.0,5.15,1520.0,0.0,0.0,0.0,0.0
832,Beans Dry Small Red 635 (0% moisture),227.0,0.0,0.0,1.02,4.0,5.06,1490.0,0.0,0.0,0.0,0.0
833,Beans Dry Small Red 646 (0% moisture),127.0,0.0,0.0,1.27,4.0,5.06,1450.0,0.0,0.0,0.0,0.0
834,Beans Dry Small Red 649 (0% moisture),101.0,0.0,0.0,1.11,3.7,4.9,1470.0,0.0,0.0,0.0,0.0
835,Beans Dry Small Red 670 (0% moisture),111.0,0.0,0.0,1.16,4.0,4.42,1510.0,0.0,0.0,0.0,0.0
836,Beans Dry Small Red 673 (0% moisture),166.0,0.0,0.0,1.47,4.3,4.38,1520.0,0.0,0.0,0.0,0.0
837,Beans Dry Small Red 674 (0% moisture),201.0,0.0,0.0,1.1,4.3,5.22,1520.0,0.0,0.0,0.0,0.0
838,Beans Dry Small Red 685 (0% moisture),167.0,0.0,0.0,1.39,4.2,3.67,1640.0,0.0,0.0,0.0,0.0
839,Beans Dry Small Red 690 (0% moisture),127.0,0.0,0.0,1.12,4.2,3.52,1530.0,0.0,0.0,0.0,0.0
840,Beans Dry Small Red 698 (0% moisture),140.0,0.0,0.0,1.39,4.2,4.15,1600.0,0.0,0.0,0.0,0.0
841,Beans Dry Small Red 703 (0% moisture),144.0,0.0,0.0,1.4,4.0,4.77,1360.0,0.0,0.0,0.0,0.0
842,Beans Dry Small Red 722 (0% moisture),196.0,0.0,0.0,1.15,4.2,4.59,1480.0,0.0,0.0,0.0,0.0
843,Beans Dry Small Red 731 (0% moisture),142.0,0.0,0.0,1.63,4.0,3.34,1530.0,0.0,0.0,0.0,0.0
844,Beans Dry Small Red 746 (0% moisture),119.0,0.0,0.0,1.26,3.9,4.54,1640.0,0.0,0.0,0.0,0.0
845,Beans Dry Small Red 755 (0% moisture),187.0,0.0,0.0,1.18,4.0,4.96,1520.0,0.0,0.0,0.0,0.0
846,Beans Dry Small Red 757 (0% moisture),153.0,0.0,0.0,1.23,3.8,3.92,1380.0,0.0,0.0,0.0,0.0
847,Beans Dry Small Red 759 (0% moisture),205.0,0.0,0.0,1.13,4.1,5.31,1570.0,0.0,0.0,0.0,0.0
848,Beans Dry Small Red 760 (0% moisture),125.0,0.0,0.0,1.35,4.1,4.53,1540.0,0.0,0.0,0.0,0.0
849,Beans Dry Small Red 769 (0% moisture),220.0,0.0,0.0,1.22,4.2,0.0,1570.0,0.0,0.0,0.0,0.0
850,Beans Dry Small Red 772 (0% moisture),162.0,0.0,0.0,1.27,4.1,5.04,1510.0,0.0,0.0,0.0,0.0
851,Beans Dry Small Red 774 (0% moisture),116.0,0.0,0.0,1.06,4.0,5.12,1660.0,0.0,0.0,0.0,0.0
852,Beans Dry Small Red 785 (0% moisture),174.0,0.0,0.0,1.62,4.5,5.07,1780.0,0.0,0.0,0.0,0.0
853,Beans Dry Small Red 786 (0% moisture),133.0,0.0,0.0,1.2,4.2,5.06,1510.0,0.0,0.0,0.0,0.0
854,Beans Dry Small Red 797 (0% moisture),141.0,0.0,0.0,1.62,3.9,4.5,1360.0,0.0,0.0,0.0,0.0
855,Beans Dry Small Red 798 (0% moisture),156.0,0.0,0.0,1.37,4.2,3.99,1520.0,0.0,0.0,0.0,0.0
856,Beans Dry Small Red 799 (0% moisture),177.0,0.0,0.0,1.13,4.3,4.65,1490.0,0.0,0.0,0.0,0.0
857,Beans Dry Small Red 804 (0% moisture),175.0,0.0,0.0,1.05,4.1,5.09,1430.0,0.0,0.0,0.0,0.0
858,Beans Dry Small Red 806 (0% moisture),182.0,0.0,0.0,1.29,4.2,3.88,1590.0,0.0,0.0,0.0,0.0
859,Beans Dry Small Red 811 (0% moisture),109.0,0.0,0.0,1.19,4.1,5.42,1780.0,0.0,0.0,0.0,0.0
860,Beans Dry Small Red 813 (0% moisture),127.0,0.0,0.0,1.53,4.1,4.12,1470.0,0.0,0.0,0.0,0.0
861,Beans Dry Small White (0% moisture),472.0,0.0,0.0,2.64,8.6,9.86,3080.0,0.0,0.0,0.0,0.0
862,Beans Dry Small White 11F-8057 (0% moisture),196.0,0.0,0.0,1.16,4.2,7.49,1330.0,0.0,0.0,0.0,0.0
863,Beans Dry Small White 11F-8160 (0% moisture),217.0,0.0,0.0,1.06,4.1,7.91,1400.0,0.0,0.0,0.0,0.0
864,Beans Dry Small White 239 (0% moisture),218.0,0.0,0.0,1.43,4.5,4.65,1570.0,0.0,0.0,0.0,0.0
865,Beans Dry Small White 265 (0% moisture),228.0,0.0,0.0,1.32,4.2,4.52,1490.0,0.0,0.0,0.0,0.0
866,Beans Dry Small White 272 (0% moisture),212.0,0.0,0.0,1.48,4.4,4.74,1440.0,0.0,0.0,0.0,0.0
867,Beans Dry Small White 275 (0% moisture),186.0,0.0,0.0,1.6,4.2,3.48,1530.0,0.0,0.0,0.0,0.0
868,Beans Dry Small White 285 (0% moisture),273.0,0.0,0.0,1.1,4.4,4.44,1720.0,0.0,0.0,0.0,0.0
869,Beans Dry Small White 309 (0% moisture),281.0,0.0,0.0,1.27,4.2,5.06,1690.0,0.0,0.0,0.0,0.0
870,Beans Dry Small White 527 (0% moisture),236.0,0.0,0.0,1.19,4.2,4.42,1490.0,0.0,0.0,0.0,0.0
871,Beans Dry Small White 544 (0% moisture),301.0,0.0,0.0,1.02,4.4,4.69,1550.0,0.0,0.0,0.0,0.0
872,Beans Dry Small White 549 (0% moisture),259.0,0.0,0.0,1.24,4.3,5.35,1740.0,0.0,0.0,0.0,0.0
873,Beans Dry Small White 564 (0% moisture),214.0,0.0,0.0,1.72,4.2,4.05,1550.0,0.0,0.0,0.0,0.0
874,Beans Dry Small White 571 (0% moisture),217.0,0.0,0.0,1.44,4.5,3.91,1590.0,0.0,0.0,0.0,0.0
875,Beans Dry Small White 618 (0% moisture),259.0,0.0,0.0,1.43,4.4,4.3,1420.0,0.0,0.0,0.0,0.0
876,Beans Dry Tan (0% moisture),356.0,0.0,0.0,2.28,8.8,11.7,3240.0,0.0,0.0,0.0,0.0
877,Beans Dry Tan 11F-8005 (0% moisture),160.0,0.0,0.0,1.34,4.7,7.99,1600.0,0.0,0.0,0.0,0.0
878,Beans Dry Tan 11F-8042 (0% moisture),166.0,0.0,0.0,0.98,4.3,6.02,1530.0,0.0,0.0,0.0,0.0
879,Beans Dry Tan 11F-8148 (0% moisture),174.0,0.0,0.0,1.06,4.3,5.99,1610.0,0.0,0.0,0.0,0.0
880,Beans Dry Tan 11F-8175 (0% moisture),155.0,0.0,0.0,1.19,4.4,8.79,1620.0,0.0,0.0,0.0,0.0
881,Beans Dry Tan 231 (0% moisture),187.0,0.0,0.0,1.06,4.2,4.22,1760.0,0.0,0.0,0.0,0.0
882,Beans Dry Tan 302 (0% moisture),197.0,0.0,0.0,1.21,4.4,4.85,1670.0,0.0,0.0,0.0,0.0
883,Beans Dry Tan 540 (0% moisture),186.0,0.0,0.0,1.29,4.4,4.97,1520.0,0.0,0.0,0.0,0.0
884,Beans Dry Tan 577 (0% moisture),197.0,0.0,0.0,1.03,4.1,3.95,1680.0,0.0,0.0,0.0,0.0
885,Beans black canned sodium added drained and rinsed,43.31,118.361,19.8135,1.273,6.688,1.688,253.1,0.0,217.9,0.0,0.0
886,Beans cannellini canned sodium added drained and rinsed,69.19,115.445,18.8185,1.169,6.763,1.405,202.6,0.0,164.0,0.0,0.0
887,Beans cannellini dry,142.9,345.223,59.7955,2.199,0.0,6.673,1424.0,0.0,0.0,0.0,0.0
888,Beans great northern canned sodium added drained and rinsed,67.16,116.834,19.32875,1.266,6.913,1.382,213.1,0.0,223.1,0.0,0.0
889,Beans kidney dark red canned sodium added sugar added drained and rinsed,56.94,126.624,21.03,1.256,7.013,1.439,226.9,0.0,172.3,0.0,0.0
890,Beans kidney light red canned sodium added sugar added drained and rinsed,60.25,126.703,21.44675,1.299,7.4,1.305,209.4,0.0,158.5,0.0,0.0
891,Beans navy canned sodium added drained and rinsed,63.91,118.79,19.98325,1.398,6.85,1.599,183.7,0.0,190.1,0.0,0.0
892,Beans pinto canned sodium added drained and rinsed,55.23,116.57,19.60025,1.266,7.088,1.284,209.6,0.0,201.6,0.0,0.0
893,Beans snap canned drained - NFY1211YP,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
894,Beans snap canned drained - NFY1211YW,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
895,Beans snap canned drained - NFY1211Z2,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
896,Beans snap canned drained - NFY1211Z9,0.0,0.0,0.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
897,Beans snap canned drained - NFY1211ZF,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
898,Beans snap canned drained - NFY1211ZM,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0
